source_key,source_name,source_url,source_updated_at_raw,source_updated_at_iso,team_raw,seed,is_play_in,scraped_at_iso,canonical_slug,team_display,ncaa_id,espn_id,resolution_method,resolution_confidence
her_hoop_stats,Her Hoop Stats,https://herhoopstats.com/bracketology/,"March 6, 2026",2026-03-06T00:00:00+00:00,Nebraska,11,True,2026-03-07T05:09:14+00:00,nebraska,Nebraska,,,new,100.0
her_hoop_stats,Her Hoop Stats,https://herhoopstats.com/bracketology/,"March 6, 2026",2026-03-06T00:00:00+00:00,Colorado,11,True,2026-03-07T05:09:14+00:00,colorado,Colorado,,,new,100.0
her_hoop_stats,Her Hoop Stats,https://herhoopstats.com/bracketology/,"March 6, 2026",2026-03-06T00:00:00+00:00,High Point,16,True,2026-03-07T05:09:14+00:00,high-point,High Point,,,new,100.0
her_hoop_stats,Her Hoop Stats,https://herhoopstats.com/bracketology/,"March 6, 2026",2026-03-06T00:00:00+00:00,Howard,16,True,2026-03-07T05:09:14+00:00,howard,Howard,,,new,100.0
her_hoop_stats,Her Hoop Stats,https://herhoopstats.com/bracketology/,"March 6, 2026",2026-03-06T00:00:00+00:00,Alabama A&M,16,True,2026-03-07T05:09:14+00:00,alabama-a-and-m,Alabama A&M,,,new,100.0
her_hoop_stats,Her Hoop Stats,https://herhoopstats.com/bracketology/,"March 6, 2026",2026-03-06T00:00:00+00:00,Chattanooga,16,True,2026-03-07T05:09:14+00:00,chattanooga,Chattanooga,,,new,100.0
her_hoop_stats,Her Hoop Stats,https://herhoopstats.com/bracketology/,"March 6, 2026",2026-03-06T00:00:00+00:00,Mississippi St.,11,True,2026-03-07T05:09:14+00:00,mississippi-state,Mississippi St.,,,new,100.0
her_hoop_stats,Her Hoop Stats,https://herhoopstats.com/bracketology/,"March 6, 2026",2026-03-06T00:00:00+00:00,Arizona St.,11,True,2026-03-07T05:09:14+00:00,arizona-state,Arizona St.,,,new,100.0
her_hoop_stats,Her Hoop Stats,https://herhoopstats.com/bracketology/,"March 6, 2026",2026-03-06T00:00:00+00:00,UConn,1,False,2026-03-07T05:09:14+00:00,uconn,UConn,,,new,100.0
her_hoop_stats,Her Hoop Stats,https://herhoopstats.com/bracketology/,"March 6, 2026",2026-03-06T00:00:00+00:00,Army West Point,16,False,2026-03-07T05:09:14+00:00,army-west-point,Army West Point,,,new,100.0
her_hoop_stats,Her Hoop Stats,https://herhoopstats.com/bracketology/,"March 6, 2026",2026-03-06T00:00:00+00:00,Virginia Tech,8,False,2026-03-07T05:09:14+00:00,virginia-tech,Virginia Tech,,,new,100.0
