source_key,source_name,source_url,source_updated_at_raw,source_updated_at_iso,team_raw,seed,is_play_in,scraped_at_iso,canonical_slug,team_display,ncaa_id,espn_id,conference,resolution_method,resolution_confidence
espn,ESPN,https://www.espn.com/espn/feature/story/_/id/30423107/ncaa-women-bracketology-2026-women-college-basketball-projections,"3/10/26, 11:45pm ET",2026-03-10T23:45:00+00:00,South Carolina,1,False,2026-03-12T05:31:32+00:00,south-carolina,South Carolina,,,SEC,exact,100.0
espn,ESPN,https://www.espn.com/espn/feature/story/_/id/30423107/ncaa-women-bracketology-2026-women-college-basketball-projections,"3/10/26, 11:45pm ET",2026-03-10T23:45:00+00:00,High Point,16,False,2026-03-12T05:31:32+00:00,high-point,High Point,,,BSth,new,100.0
espn,ESPN,https://www.espn.com/espn/feature/story/_/id/30423107/ncaa-women-bracketology-2026-women-college-basketball-projections,"3/10/26, 11:45pm ET",2026-03-10T23:45:00+00:00,Oklahoma St,8,False,2026-03-12T05:31:32+00:00,oklahoma-state,Oklahoma St,,,B12,exact,100.0
espn,ESPN,https://www.espn.com/espn/feature/story/_/id/30423107/ncaa-women-bracketology-2026-women-college-basketball-projections,"3/10/26, 11:45pm ET",2026-03-10T23:45:00+00:00,USC,9,False,2026-03-12T05:31:32+00:00,usc,USC,,,B10,exact,100.0
espn,ESPN,https://www.espn.com/espn/feature/story/_/id/30423107/ncaa-women-bracketology-2026-women-college-basketball-projections,"3/10/26, 11:45pm ET",2026-03-10T23:45:00+00:00,North Carolina,5,False,2026-03-12T05:31:32+00:00,north-carolina,North Carolina,,,ACC,exact,100.0
espn,ESPN,https://www.espn.com/espn/feature/story/_/id/30423107/ncaa-women-bracketology-2026-women-college-basketball-projections,"3/10/26, 11:45pm ET",2026-03-10T23:45:00+00:00,Gonzaga,12,False,2026-03-12T05:31:32+00:00,gonzaga,Gonzaga,,,WCC,new,100.0
espn,ESPN,https://www.espn.com/espn/feature/story/_/id/30423107/ncaa-women-bracketology-2026-women-college-basketball-projections,"3/10/26, 11:45pm ET",2026-03-10T23:45:00+00:00,Minnesota,4,False,2026-03-12T05:31:32+00:00,minnesota,Minnesota,,,B10,new,100.0
espn,ESPN,https://www.espn.com/espn/feature/story/_/id/30423107/ncaa-women-bracketology-2026-women-college-basketball-projections,"3/10/26, 11:45pm ET",2026-03-10T23:45:00+00:00,UC Irvine,13,False,2026-03-12T05:31:32+00:00,uc-irvine,UC Irvine,,,BW,new,100.0
espn,ESPN,https://www.espn.com/espn/feature/story/_/id/30423107/ncaa-women-bracketology-2026-women-college-basketball-projections,"3/10/26, 11:45pm ET",2026-03-10T23:45:00+00:00,Alabama,6,False,2026-03-12T05:31:32+00:00,alabama,ALabama,,,SEC,exact,100.0
espn,ESPN,https://www.espn.com/espn/feature/story/_/id/30423107/ncaa-women-bracketology-2026-women-college-basketball-projections,"3/10/26, 11:45pm ET",2026-03-10T23:45:00+00:00,Nebraska,11,False,2026-03-12T05:31:32+00:00,nebraska,Nebraska,,,B10,new,100.0
