source_key,source_name,source_url,source_updated_at_raw,source_updated_at_iso,team_raw,seed,is_play_in,scraped_at_iso,canonical_slug,team_display,ncaa_id,espn_id,resolution_method,resolution_confidence
her_hoop_stats,Her Hoop Stats,https://herhoopstats.com/bracketology/,,,Big Ten,12,False,2026-03-07T01:34:10+00:00,big-ten,Big Ten,,,new,100.0
her_hoop_stats,Her Hoop Stats,https://herhoopstats.com/bracketology/,,,SEC,11,False,2026-03-07T01:34:10+00:00,sec,SEC,,,new,100.0
her_hoop_stats,Her Hoop Stats,https://herhoopstats.com/bracketology/,,,ACC,9,False,2026-03-07T01:34:10+00:00,acc,ACC,,,new,100.0
college_sports_madness,College Sports Madness,https://www.collegesportsmadness.com/womens-basketball/bracketology,,,Connecticut,1,False,2026-03-07T01:34:10+00:00,connecticut,Connecticut,,,new,100.0
college_sports_madness,College Sports Madness,https://www.collegesportsmadness.com/womens-basketball/bracketology,,,Alabama A&M,16,True,2026-03-07T01:34:10+00:00,alabama-a-and-m,Alabama A&M,,,new,100.0
college_sports_madness,College Sports Madness,https://www.collegesportsmadness.com/womens-basketball/bracketology,,,Chattanooga,16,True,2026-03-07T01:34:10+00:00,chattanooga,Chattanooga,,,new,100.0
college_sports_madness,College Sports Madness,https://www.collegesportsmadness.com/womens-basketball/bracketology,,,Oklahoma St.,8,False,2026-03-07T01:34:10+00:00,oklahoma-state,Oklahoma St.,,,new,100.0
college_sports_madness,College Sports Madness,https://www.collegesportsmadness.com/womens-basketball/bracketology,,,Virginia,9,False,2026-03-07T01:34:10+00:00,virginia,Virginia,,,new,100.0
college_sports_madness,College Sports Madness,https://www.collegesportsmadness.com/womens-basketball/bracketology,,,Kentucky,5,False,2026-03-07T01:34:10+00:00,kentucky,Kentucky,,,new,100.0
college_sports_madness,College Sports Madness,https://www.collegesportsmadness.com/womens-basketball/bracketology,,,Georgia Southern,12,False,2026-03-07T01:34:10+00:00,georgia-southern,Georgia Southern,,,new,100.0
college_sports_madness,College Sports Madness,https://www.collegesportsmadness.com/womens-basketball/bracketology,,,West Virginia,4,False,2026-03-07T01:34:10+00:00,west-virginia,West Virginia,,,new,100.0
college_sports_madness,College Sports Madness,https://www.collegesportsmadness.com/womens-basketball/bracketology,,,Green Bay,13,False,2026-03-07T01:34:10+00:00,green-bay,Green Bay,,,new,100.0
college_sports_madness,College Sports Madness,https://www.collegesportsmadness.com/womens-basketball/bracketology,,,Texas Tech,6,False,2026-03-07T01:34:10+00:00,texas-tech,Texas Tech,,,new,100.0
college_sports_madness,College Sports Madness,https://www.collegesportsmadness.com/womens-basketball/bracketology,,,Fairfield,11,False,2026-03-07T01:34:10+00:00,fairfield,Fairfield,,,new,100.0
college_sports_madness,College Sports Madness,https://www.collegesportsmadness.com/womens-basketball/bracketology,,,Louisville,3,False,2026-03-07T01:34:10+00:00,louisville,Louisville,,,new,100.0
college_sports_madness,College Sports Madness,https://www.collegesportsmadness.com/womens-basketball/bracketology,,,Western Illinois,14,False,2026-03-07T01:34:10+00:00,western-illinois,Western Illinois,,,new,100.0
college_sports_madness,College Sports Madness,https://www.collegesportsmadness.com/womens-basketball/bracketology,,,Iowa State,7,False,2026-03-07T01:34:10+00:00,iowa-state,Iowa State,,,new,100.0
