source_key,source_name,source_url,source_updated_at_raw,source_updated_at_iso,team_raw,seed,is_play_in,scraped_at_iso,canonical_slug,team_display,ncaa_id,espn_id,resolution_method,resolution_confidence
her_hoop_stats,Her Hoop Stats,https://herhoopstats.com/bracketology/,"March 8, 2026",2026-03-08T00:00:00+00:00,Arizona St.,11,True,2026-03-09T03:16:00+00:00,arizona-state,Arizona St,,,exact,100.0
her_hoop_stats,Her Hoop Stats,https://herhoopstats.com/bracketology/,"March 8, 2026",2026-03-08T00:00:00+00:00,Richmond,11,True,2026-03-09T03:16:00+00:00,richmond,Richmond,,,new,100.0
her_hoop_stats,Her Hoop Stats,https://herhoopstats.com/bracketology/,"March 8, 2026",2026-03-08T00:00:00+00:00,High Point,16,True,2026-03-09T03:16:00+00:00,high-point,High Point,,,new,100.0
her_hoop_stats,Her Hoop Stats,https://herhoopstats.com/bracketology/,"March 8, 2026",2026-03-08T00:00:00+00:00,Howard,16,True,2026-03-09T03:16:00+00:00,howard,Howard,,,new,100.0
her_hoop_stats,Her Hoop Stats,https://herhoopstats.com/bracketology/,"March 8, 2026",2026-03-08T00:00:00+00:00,Alabama A&M,16,True,2026-03-09T03:16:00+00:00,alabama-a-and-m,Alabama A&M,,,new,100.0
her_hoop_stats,Her Hoop Stats,https://herhoopstats.com/bracketology/,"March 8, 2026",2026-03-08T00:00:00+00:00,Samford,16,True,2026-03-09T03:16:00+00:00,samford,Samford,,,new,100.0
her_hoop_stats,Her Hoop Stats,https://herhoopstats.com/bracketology/,"March 8, 2026",2026-03-08T00:00:00+00:00,Virginia,11,True,2026-03-09T03:16:00+00:00,virginia,Virginia,,,new,100.0
her_hoop_stats,Her Hoop Stats,https://herhoopstats.com/bracketology/,"March 8, 2026",2026-03-08T00:00:00+00:00,Nebraska,11,True,2026-03-09T03:16:00+00:00,nebraska,Nebraska,,,new,100.0
her_hoop_stats,Her Hoop Stats,https://herhoopstats.com/bracketology/,"March 8, 2026",2026-03-08T00:00:00+00:00,UConn,1,False,2026-03-09T03:16:00+00:00,uconn,UConn,,,exact,100.0
her_hoop_stats,Her Hoop Stats,https://herhoopstats.com/bracketology/,"March 8, 2026",2026-03-08T00:00:00+00:00,Army West Point,16,False,2026-03-09T03:16:00+00:00,army-west-point,Army West Point,,,new,100.0
her_hoop_stats,Her Hoop Stats,https://herhoopstats.com/bracketology/,"March 8, 2026",2026-03-08T00:00:00+00:00,Oregon,8,False,2026-03-09T03:16:00+00:00,oregon,Oregon,,,new,100.0
her_hoop_stats,Her Hoop Stats,https://herhoopstats.com/bracketology/,"March 8, 2026",2026-03-08T00:00:00+00:00,Oklahoma St.,9,False,2026-03-09T03:16:00+00:00,oklahoma-state,Oklahoma St,,,exact,100.0
her_hoop_stats,Her Hoop Stats,https://herhoopstats.com/bracketology/,"March 8, 2026",2026-03-08T00:00:00+00:00,North Carolina,5,False,2026-03-09T03:16:00+00:00,north-carolina,North Carolina,,,new,100.0
her_hoop_stats,Her Hoop Stats,https://herhoopstats.com/bracketology/,"March 8, 2026",2026-03-08T00:00:00+00:00,James Madison,12,False,2026-03-09T03:16:00+00:00,james-madison,James Madison,,,new,100.0
