source_key,source_name,source_url,source_updated_at_raw,source_updated_at_iso,team_raw,seed,is_play_in,scraped_at_iso
her_hoop_stats,Her Hoop Stats,https://herhoopstats.com/bracketology/,"March 7, 2026",2026-03-07T00:00:00+00:00,Nebraska,11,True,2026-03-07T20:42:13+00:00
her_hoop_stats,Her Hoop Stats,https://herhoopstats.com/bracketology/,"March 7, 2026",2026-03-07T00:00:00+00:00,Virginia,11,True,2026-03-07T20:42:13+00:00
her_hoop_stats,Her Hoop Stats,https://herhoopstats.com/bracketology/,"March 7, 2026",2026-03-07T00:00:00+00:00,High Point,16,True,2026-03-07T20:42:13+00:00
her_hoop_stats,Her Hoop Stats,https://herhoopstats.com/bracketology/,"March 7, 2026",2026-03-07T00:00:00+00:00,Howard,16,True,2026-03-07T20:42:13+00:00
her_hoop_stats,Her Hoop Stats,https://herhoopstats.com/bracketology/,"March 7, 2026",2026-03-07T00:00:00+00:00,Alabama A&M,16,True,2026-03-07T20:42:13+00:00
her_hoop_stats,Her Hoop Stats,https://herhoopstats.com/bracketology/,"March 7, 2026",2026-03-07T00:00:00+00:00,Chattanooga,16,True,2026-03-07T20:42:13+00:00
her_hoop_stats,Her Hoop Stats,https://herhoopstats.com/bracketology/,"March 7, 2026",2026-03-07T00:00:00+00:00,Mississippi St.,11,True,2026-03-07T20:42:13+00:00
her_hoop_stats,Her Hoop Stats,https://herhoopstats.com/bracketology/,"March 7, 2026",2026-03-07T00:00:00+00:00,Arizona St.,11,True,2026-03-07T20:42:13+00:00
her_hoop_stats,Her Hoop Stats,https://herhoopstats.com/bracketology/,"March 7, 2026",2026-03-07T00:00:00+00:00,UConn,1,False,2026-03-07T20:42:13+00:00
her_hoop_stats,Her Hoop Stats,https://herhoopstats.com/bracketology/,"March 7, 2026",2026-03-07T00:00:00+00:00,Army West Point,16,False,2026-03-07T20:42:13+00:00
her_hoop_stats,Her Hoop Stats,https://herhoopstats.com/bracketology/,"March 7, 2026",2026-03-07T00:00:00+00:00,Virginia Tech,8,False,2026-03-07T20:42:13+00:00
her_hoop_stats,Her Hoop Stats,https://herhoopstats.com/bracketology/,"March 7, 2026",2026-03-07T00:00:00+00:00,Princeton,9,False,2026-03-07T20:42:13+00:00
her_hoop_stats,Her Hoop Stats,https://herhoopstats.com/bracketology/,"March 7, 2026",2026-03-07T00:00:00+00:00,Kentucky,5,False,2026-03-07T20:42:13+00:00
her_hoop_stats,Her Hoop Stats,https://herhoopstats.com/bracketology/,"March 7, 2026",2026-03-07T00:00:00+00:00,Ball St.,12,False,2026-03-07T20:42:13+00:00
her_hoop_stats,Her Hoop Stats,https://herhoopstats.com/bracketology/,"March 7, 2026",2026-03-07T00:00:00+00:00,North Carolina,4,False,2026-03-07T20:42:13+00:00
her_hoop_stats,Her Hoop Stats,https://herhoopstats.com/bracketology/,"March 7, 2026",2026-03-07T00:00:00+00:00,Louisiana Tech,13,False,2026-03-07T20:42:13+00:00
her_hoop_stats,Her Hoop Stats,https://herhoopstats.com/bracketology/,"March 7, 2026",2026-03-07T00:00:00+00:00,Baylor,6,False,2026-03-07T20:42:13+00:00
her_hoop_stats,Her Hoop Stats,https://herhoopstats.com/bracketology/,"March 7, 2026",2026-03-07T00:00:00+00:00,Nebraska,11,False,2026-03-07T20:42:13+00:00
her_hoop_stats,Her Hoop Stats,https://herhoopstats.com/bracketology/,"March 7, 2026",2026-03-07T00:00:00+00:00,Ohio St.,3,False,2026-03-07T20:42:13+00:00
her_hoop_stats,Her Hoop Stats,https://herhoopstats.com/bracketology/,"March 7, 2026",2026-03-07T00:00:00+00:00,Lindenwood,14,False,2026-03-07T20:42:13+00:00
her_hoop_stats,Her Hoop Stats,https://herhoopstats.com/bracketology/,"March 7, 2026",2026-03-07T00:00:00+00:00,Illinois,7,False,2026-03-07T20:42:13+00:00
her_hoop_stats,Her Hoop Stats,https://herhoopstats.com/bracketology/,"March 7, 2026",2026-03-07T00:00:00+00:00,Clemson,10,False,2026-03-07T20:42:13+00:00
her_hoop_stats,Her Hoop Stats,https://herhoopstats.com/bracketology/,"March 7, 2026",2026-03-07T00:00:00+00:00,Vanderbilt,2,False,2026-03-07T20:42:13+00:00
her_hoop_stats,Her Hoop Stats,https://herhoopstats.com/bracketology/,"March 7, 2026",2026-03-07T00:00:00+00:00,Col. of Charleston,15,False,2026-03-07T20:42:13+00:00
her_hoop_stats,Her Hoop Stats,https://herhoopstats.com/bracketology/,"March 7, 2026",2026-03-07T00:00:00+00:00,UCLA,1,False,2026-03-07T20:42:13+00:00
her_hoop_stats,Her Hoop Stats,https://herhoopstats.com/bracketology/,"March 7, 2026",2026-03-07T00:00:00+00:00,High Point,16,False,2026-03-07T20:42:13+00:00
her_hoop_stats,Her Hoop Stats,https://herhoopstats.com/bracketology/,"March 7, 2026",2026-03-07T00:00:00+00:00,Tennessee,8,False,2026-03-07T20:42:13+00:00
her_hoop_stats,Her Hoop Stats,https://herhoopstats.com/bracketology/,"March 7, 2026",2026-03-07T00:00:00+00:00,Oklahoma St.,9,False,2026-03-07T20:42:13+00:00
her_hoop_stats,Her Hoop Stats,https://herhoopstats.com/bracketology/,"March 7, 2026",2026-03-07T00:00:00+00:00,Michigan St.,5,False,2026-03-07T20:42:13+00:00
her_hoop_stats,Her Hoop Stats,https://herhoopstats.com/bracketology/,"March 7, 2026",2026-03-07T00:00:00+00:00,Gonzaga,12,False,2026-03-07T20:42:13+00:00
her_hoop_stats,Her Hoop Stats,https://herhoopstats.com/bracketology/,"March 7, 2026",2026-03-07T00:00:00+00:00,Oklahoma,4,False,2026-03-07T20:42:13+00:00
her_hoop_stats,Her Hoop Stats,https://herhoopstats.com/bracketology/,"March 7, 2026",2026-03-07T00:00:00+00:00,Colorado St.,13,False,2026-03-07T20:42:13+00:00
her_hoop_stats,Her Hoop Stats,https://herhoopstats.com/bracketology/,"March 7, 2026",2026-03-07T00:00:00+00:00,Ole Miss,6,False,2026-03-07T20:42:13+00:00
her_hoop_stats,Her Hoop Stats,https://herhoopstats.com/bracketology/,"March 7, 2026",2026-03-07T00:00:00+00:00,South Dakota St.,11,False,2026-03-07T20:42:13+00:00
her_hoop_stats,Her Hoop Stats,https://herhoopstats.com/bracketology/,"March 7, 2026",2026-03-07T00:00:00+00:00,Louisville,3,False,2026-03-07T20:42:13+00:00
her_hoop_stats,Her Hoop Stats,https://herhoopstats.com/bracketology/,"March 7, 2026",2026-03-07T00:00:00+00:00,Murray St.,14,False,2026-03-07T20:42:13+00:00
her_hoop_stats,Her Hoop Stats,https://herhoopstats.com/bracketology/,"March 7, 2026",2026-03-07T00:00:00+00:00,Washington,7,False,2026-03-07T20:42:13+00:00
her_hoop_stats,Her Hoop Stats,https://herhoopstats.com/bracketology/,"March 7, 2026",2026-03-07T00:00:00+00:00,Richmond,10,False,2026-03-07T20:42:13+00:00
her_hoop_stats,Her Hoop Stats,https://herhoopstats.com/bracketology/,"March 7, 2026",2026-03-07T00:00:00+00:00,LSU,2,False,2026-03-07T20:42:13+00:00
her_hoop_stats,Her Hoop Stats,https://herhoopstats.com/bracketology/,"March 7, 2026",2026-03-07T00:00:00+00:00,Central Ark.,15,False,2026-03-07T20:42:13+00:00
her_hoop_stats,Her Hoop Stats,https://herhoopstats.com/bracketology/,"March 7, 2026",2026-03-07T00:00:00+00:00,Texas,1,False,2026-03-07T20:42:13+00:00
her_hoop_stats,Her Hoop Stats,https://herhoopstats.com/bracketology/,"March 7, 2026",2026-03-07T00:00:00+00:00,Alabama A&M,16,False,2026-03-07T20:42:13+00:00
her_hoop_stats,Her Hoop Stats,https://herhoopstats.com/bracketology/,"March 7, 2026",2026-03-07T00:00:00+00:00,Oregon,8,False,2026-03-07T20:42:13+00:00
her_hoop_stats,Her Hoop Stats,https://herhoopstats.com/bracketology/,"March 7, 2026",2026-03-07T00:00:00+00:00,Iowa St.,9,False,2026-03-07T20:42:13+00:00
her_hoop_stats,Her Hoop Stats,https://herhoopstats.com/bracketology/,"March 7, 2026",2026-03-07T00:00:00+00:00,Notre Dame,5,False,2026-03-07T20:42:13+00:00
her_hoop_stats,Her Hoop Stats,https://herhoopstats.com/bracketology/,"March 7, 2026",2026-03-07T00:00:00+00:00,Montana St.,12,False,2026-03-07T20:42:13+00:00
her_hoop_stats,Her Hoop Stats,https://herhoopstats.com/bracketology/,"March 7, 2026",2026-03-07T00:00:00+00:00,Minnesota,4,False,2026-03-07T20:42:13+00:00
her_hoop_stats,Her Hoop Stats,https://herhoopstats.com/bracketology/,"March 7, 2026",2026-03-07T00:00:00+00:00,UC Irvine,13,False,2026-03-07T20:42:13+00:00
her_hoop_stats,Her Hoop Stats,https://herhoopstats.com/bracketology/,"March 7, 2026",2026-03-07T00:00:00+00:00,Alabama,6,False,2026-03-07T20:42:13+00:00
her_hoop_stats,Her Hoop Stats,https://herhoopstats.com/bracketology/,"March 7, 2026",2026-03-07T00:00:00+00:00,Fairfield,11,False,2026-03-07T20:42:13+00:00
her_hoop_stats,Her Hoop Stats,https://herhoopstats.com/bracketology/,"March 7, 2026",2026-03-07T00:00:00+00:00,Duke,3,False,2026-03-07T20:42:13+00:00
her_hoop_stats,Her Hoop Stats,https://herhoopstats.com/bracketology/,"March 7, 2026",2026-03-07T00:00:00+00:00,Vermont,14,False,2026-03-07T20:42:13+00:00
her_hoop_stats,Her Hoop Stats,https://herhoopstats.com/bracketology/,"March 7, 2026",2026-03-07T00:00:00+00:00,Georgia,7,False,2026-03-07T20:42:13+00:00
her_hoop_stats,Her Hoop Stats,https://herhoopstats.com/bracketology/,"March 7, 2026",2026-03-07T00:00:00+00:00,Colorado,10,False,2026-03-07T20:42:13+00:00
her_hoop_stats,Her Hoop Stats,https://herhoopstats.com/bracketology/,"March 7, 2026",2026-03-07T00:00:00+00:00,Iowa,2,False,2026-03-07T20:42:13+00:00
