canonical_slug,team_display,conference,ncaa_team,ncaa_conference,net_rank,wab_rank,wab,q1_w,q1_l,q2_w,q2_l,q3_w,q3_l,q4_w,q4_l,bart_team,bart_conference,bart_rank,barthag,present_in_ncaa,present_in_bart
north-carolina-a-and-t,N.C. A&T,CAA,N.C. A&T,CAA,261,236,-14.01,0,4,0,0,0,2,8,12,North Carolina A&T,CAA,282,.1538,1,1
north-carolina-central,N.C. Central,MEAC,N.C. Central,MEAC,317,275,-16.52,0,3,0,0,0,1,7,16,North Carolina Central,MEAC,330,.0532,1,1
navy,Navy,Patriot,Navy,Patriot,129,110,-6.04,0,1,1,1,1,0,19,6,Navy,Pat,124,.6320,1,1
north-carolina-state,NC State,ACC,NC State,ACC,26,28,2.60,3,9,5,1,4,0,8,0,N.C. State,ACC,25,.9771,1,1
nebraska,Nebraska,Big Ten,Nebraska,Big Ten,28,39,1.05,1,10,4,1,2,1,11,0,Nebraska,B10,26,.9756,1,1
nebraska-omaha,Nebraska Omaha,Summit League,Nebraska Omaha,Summit League,355,341,-21.69,0,2,0,6,0,2,4,17,Nebraska Omaha,Sum,334,.0464,1,1
nevada,Nevada,Mountain West,Nevada,Mountain West,241,306,-18.26,0,0,0,2,1,5,8,14,Nevada,MWC,224,.3159,1,1
new-hampshire,New Hampshire,America East,New Hampshire,America East,278,287,-17.33,0,1,0,0,0,4,8,15,New Hampshire,AE,300,.1066,1,1
new-haven,New Haven,NEC,New Haven,NEC,350,334,-21.09,0,0,0,1,0,1,5,20,New Haven,NEC,349,.0288,1,1
new-mexico,New Mexico,Mountain West,New Mexico,Mountain West,113,116,-6.67,0,0,1,3,1,3,20,4,New Mexico,MWC,112,.7001,1,1
new-mexico-state,New Mexico St.,CUSA,New Mexico St.,CUSA,301,312,-18.57,0,1,0,1,0,3,6,16,New Mexico St.,CUSA,301,.1060,1,1
new-orleans,New Orleans,Southland,New Orleans,Southland,349,351,-22.83,0,2,0,1,0,3,3,20,New Orleans,Slnd,350,.0251,1,1
niagara,Niagara,MAAC,Niagara,MAAC,360,357,-24.88,0,2,0,2,0,2,1,22,Niagara,MAAC,359,.0084,1,1
nicholls-state,Nicholls St.,Southland,Nicholls St.,Southland,257,251,-14.92,0,0,0,0,0,3,14,13,Nicholls St.,Slnd,246,.2481,1,1
njit,NJIT,America East,NJIT,America East,178,172,-9.82,0,1,0,0,0,2,18,9,NJIT,AE,196,.3802,1,1
norfolk-state,Norfolk St.,MEAC,Norfolk St.,MEAC,206,167,-9.71,0,4,0,1,0,1,14,8,Norfolk St.,MEAC,210,.3549,1,1
north-alabama,North Alabama,ASUN,North Alabama,ASUN,233,202,-11.60,0,1,0,0,0,4,15,9,North Alabama,ASun,238,.2815,1,1
north-carolina,North Carolina,ACC,North Carolina,ACC,19,15,6.17,4,6,9,1,3,0,10,0,North Carolina,ACC,18,.9867,1,1
north-dakota,North Dakota,Summit League,North Dakota,Summit League,330,318,-19.75,0,2,0,4,0,3,4,15,North Dakota,Sum,316,.0747,1,1
north-florida,North Florida,ASUN,North Florida,ASUN,289,296,-17.77,0,2,0,2,0,1,7,16,North Florida,ASun,277,.1680,1,1
north-texas,North Texas,American,North Texas,American,103,159,-9.38,0,2,0,4,0,4,17,4,North Texas,Amer,98,.7548,1,1
northeastern,Northeastern,CAA,Northeastern,CAA,307,333,-20.95,0,0,0,0,0,1,7,21,Northeastern,CAA,302,.1005,1,1
northern-ariz,Northern Ariz.,Big Sky,Northern Ariz.,Big Sky,252,314,-19.11,0,0,0,3,1,5,7,14,Northern Arizona,BSky,255,.2278,1,1
northern-colo,Northern Colo.,Big Sky,Northern Colo.,Big Sky,150,131,-7.78,0,0,0,2,0,3,19,5,Northern Colorado,BSky,129,.6123,1,1
northern-illinois,Northern Illinois,MAC,Northern Illinois,MAC,313,326,-20.37,0,1,0,1,0,4,7,17,Northern Illinois,MAC,293,.1241,1,1
northern-iowa,Northern Iowa,MVC,Northern Iowa,MVC,126,165,-9.62,0,2,0,2,2,4,16,6,Northern Iowa,MVC,134,.6059,1,1
northern-kentucky,Northern Kentucky,Horizon,Northern Kentucky,Horizon,187,227,-13.31,0,2,0,1,1,1,14,13,Northern Kentucky,Horz,184,.4365,1,1
northwestern,Northwestern,Big Ten,Northwestern,Big Ten,132,134,-7.86,0,12,0,4,1,3,7,2,Northwestern,B10,110,.7041,1,1
northwestern-state,Northwestern St.,Southland,Northwestern St.,Southland,224,181,-10.25,0,2,0,2,1,1,15,9,Northwestern St.,Slnd,229,.3034,1,1
notre-dame,Notre Dame,ACC,Notre Dame,ACC,21,22,4.31,6,7,4,3,3,0,9,0,Notre Dame,ACC,24,.9805,1,1
oakland,Oakland,Horizon,Oakland,Horizon,262,282,-17.08,0,2,0,1,1,2,8,16,Oakland,Horz,251,.2345,1,1
ohio,Ohio,MAC,Ohio,MAC,160,184,-10.35,0,0,0,3,2,2,15,8,Ohio,MAC,141,.5857,1,1
ohio-state,Ohio St.,Big Ten,Ohio St.,Big Ten,15,8,9.37,9,7,4,0,1,0,12,0,Ohio St.,B10,13,.9895,1,1
oklahoma,Oklahoma,SEC,Oklahoma,SEC,13,13,6.76,5,7,5,0,3,0,11,0,Oklahoma,SEC,14,.9891,1,1
oklahoma-state,Oklahoma St,Big 12,Oklahoma St,Big 12,29,37,1.25,1,3,6,5,5,1,10,0,Oklahoma St.,B12,33,.9681,1,1
old-dominion,Old Dominion,Sun Belt,Old Dominion,Sun Belt,153,145,-8.76,0,4,0,2,2,3,15,5,Old Dominion,SB,149,.5670,1,1
ole-miss,Ole Miss,SEC,Ole Miss,SEC,20,24,3.94,5,8,3,2,4,1,11,0,Mississippi,SEC,21,.9826,1,1
oral-roberts,Oral Roberts,Summit League,Oral Roberts,Summit League,192,173,-9.85,0,3,0,4,3,1,9,7,Oral Roberts,Sum,209,.3590,1,1
oregon,Oregon,Big Ten,Oregon,Big Ten,24,29,2.56,3,9,3,2,4,1,12,0,Oregon,B10,27,.9748,1,1
oregon-state,Oregon St.,WCC,Oregon St.,WCC,82,98,-5.14,0,2,1,4,3,3,17,2,Oregon St.,WCC,80,.8218,1,1
pacific,Pacific,WCC,Pacific,WCC,205,250,-14.86,0,1,0,4,1,6,9,8,Pacific,WCC,187,.4180,1,1
penn,Penn,Ivy League,Penn,Ivy League,123,108,-5.98,0,2,0,3,1,2,14,3,Penn,Ivy,127,.6158,1,1
penn-state,Penn St.,Big Ten,Penn St.,Big Ten,93,84,-3.93,1,10,1,6,2,1,7,1,Penn St.,B10,71,.8493,1,1
pepperdine,Pepperdine,WCC,Pepperdine,WCC,127,146,-8.76,0,1,1,2,1,2,15,7,Pepperdine,WCC,119,.6644,1,1
pittsburgh,Pittsburgh,ACC,Pittsburgh,ACC,265,225,-12.99,0,8,0,5,0,2,8,7,Pittsburgh,ACC,247,.2444,1,1
portland,Portland,WCC,Portland,WCC,131,157,-9.33,0,2,1,1,2,8,13,3,Portland,WCC,117,.6707,1,1
portland-state,Portland St.,Big Sky,Portland St.,Big Sky,314,350,-22.58,0,0,0,2,0,3,5,20,Portland St.,BSky,303,.0971,1,1
prairie-view-a-and-m,Prairie View A&M,SWAC,Prairie View A&M,SWAC,358,361,-25.31,0,2,0,1,0,1,0,24,Prairie View A&M,SWAC,362,.0041,1,1
presbyterian,Presbyterian,Big South,Presbyterian,Big South,363,362,-25.65,0,1,0,0,0,1,1,25,Presbyterian,BSth,361,.0050,1,1
princeton,Princeton,Ivy League,Princeton,Ivy League,38,27,2.89,1,1,5,1,6,1,14,0,Princeton,Ivy,52,.9160,1,1
providence,Providence,Big East,Providence,Big East,147,176,-10.06,0,5,0,4,1,4,14,5,Providence,BE,116,.6746,1,1
purdue,Purdue,Big Ten,Purdue,Big Ten,71,81,-3.68,1,12,1,2,2,1,9,2,Purdue,B10,72,.8372,1,1
purdue-fort-wayne,Purdue Fort Wayne,Horizon,Purdue Fort Wayne,Horizon,138,175,-9.97,0,2,0,0,1,2,18,9,Purdue Fort Wayne,Horz,130,.6116,1,1
queens,Queens,ASUN,Queens,ASUN,324,290,-17.42,0,2,0,0,0,2,8,16,Queens,ASun,320,.0696,1,1
quinnipiac,Quinnipiac,MAAC,Quinnipiac,MAAC,84,89,-4.25,0,0,1,2,0,0,25,4,Quinnipiac,MAAC,97,.7600,1,1
radford,Radford,Big South,Radford,Big South,207,168,-9.72,0,2,0,1,0,1,20,8,Radford,BSth,212,.3437,1,1
rhode-island,Rhode Island,Atlantic 10,Rhode Island,Atlantic 10,49,43,0.74,1,1,3,1,4,0,19,2,Rhode Island,A10,59,.8907,1,1
rice,Rice,American,Rice,American,65,54,-1.40,0,2,1,0,5,0,22,3,Rice,Amer,78,.8319,1,1
richmond,Richmond,Atlantic 10,Richmond,Atlantic 10,37,50,-0.67,0,2,3,4,5,0,18,1,Richmond,A10,45,.9339,1,1
rider,Rider,MAAC,Rider,MAAC,334,329,-20.70,0,0,0,2,0,2,7,18,Rider,MAAC,336,.0449,1,1
robert-morris,Robert Morris,Horizon,Robert Morris,Horizon,214,191,-10.76,0,0,0,0,0,1,16,11,Robert Morris,Horz,202,.3714,1,1
rutgers,Rutgers,Big Ten,Rutgers,Big Ten,170,123,-7.36,0,13,1,2,2,2,6,3,Rutgers,B10,132,.6079,1,1
sacramento-state,Sacramento St.,Big Sky,Sacramento St.,Big Sky,204,262,-15.46,0,0,0,2,1,4,12,12,Sacramento St.,BSky,201,.3715,1,1
sacred-heart,Sacred Heart,MAAC,Sacred Heart,MAAC,300,255,-15.07,0,1,0,3,0,4,12,10,Sacred Heart,MAAC,298,.1082,1,1
saint-francis,Saint Francis,NEC,Saint Francis,NEC,356,360,-25.30,0,0,0,0,0,2,3,24,Saint Francis,NEC,357,.0125,1,1
saint-joseph-s,Saint Joseph's,Atlantic 10,Saint Joseph's,Atlantic 10,87,112,-6.18,0,1,1,5,2,2,15,3,Saint Joseph's,A10,95,.7623,1,1
saint-louis,Saint Louis,Atlantic 10,Saint Louis,Atlantic 10,225,293,-17.48,0,0,0,4,0,5,11,12,Saint Louis,A10,227,.3073,1,1
saint-mary-s,Saint Mary's,WCC,Saint Mary's,WCC,182,223,-12.91,0,2,0,3,0,4,13,8,Saint Mary's,WCC,174,.4677,1,1
saint-peter-s,Saint Peter's,MAAC,Saint Peter's,MAAC,347,338,-21.20,0,0,0,3,0,1,6,19,Saint Peter's,MAAC,346,.0330,1,1
sam-houston-state,Sam Houston St.,CUSA,Sam Houston St.,CUSA,181,143,-8.68,0,2,1,1,0,2,14,7,Sam Houston St.,CUSA,186,.4301,1,1
samford,Samford,SoCon,Samford,SoCon,279,232,-13.77,0,4,0,1,0,1,13,12,Samford,SC,271,.1918,1,1
san-diego,San Diego,WCC,San Diego,WCC,268,310,-18.48,0,0,0,5,0,6,10,11,San Diego,WCC,252,.2337,1,1
san-diego-state,San Diego St.,Mountain West,San Diego St.,Mountain West,72,55,-1.57,0,1,2,0,3,2,19,2,San Diego St.,MWC,73,.8370,1,1
san-francisco,San Francisco,WCC,San Francisco,WCC,169,185,-10.43,0,0,0,3,1,8,16,3,San Francisco,WCC,153,.5624,1,1
san-jose-state,San Jose St.,Mountain West,San Jose St.,Mountain West,320,356,-23.80,0,1,0,4,0,6,3,17,San Jose St.,MWC,311,.0849,1,1
santa-clara,Santa Clara,WCC,Santa Clara,WCC,80,99,-5.17,0,1,1,2,5,3,16,3,Santa Clara,WCC,90,.7835,1,1
seattle,Seattle,WCC,Seattle,WCC,342,347,-22.06,0,1,0,1,0,6,3,17,Seattle,WCC,321,.0695,1,1
seton-hall,Seton Hall,Big East,Seton Hall,Big East,63,83,-3.93,0,6,1,1,5,2,13,3,Seton Hall,BE,56,.9001,1,1
siena,Siena,MAAC,Siena,MAAC,283,259,-15.32,0,0,0,2,0,3,13,12,Siena,MAAC,294,.1216,1,1
siu-edwardsville,SIU Edwardsville,OVC,SIU Edwardsville,OVC,246,239,-14.14,0,0,0,0,1,5,12,11,SIU Edwardsville,OVC,211,.3460,1,1
smu,SMU,ACC,SMU,ACC,223,198,-11.39,0,9,0,4,0,2,9,6,SMU,ACC,197,.3779,1,1
south-alabama,South Alabama,Sun Belt,South Alabama,Sun Belt,180,240,-14.15,0,1,0,4,2,2,14,11,South Alabama,SB,185,.4347,1,1
south-carolina,South Carolina,SEC,South Carolina,SEC,3,3,14.48,12,3,7,0,3,0,9,0,South Carolina,SEC,4,.9987,1,1
south-carolina-state,South Carolina State,MEAC,South Carolina State,MEAC,359,353,-22.90,0,1,0,1,0,1,3,22,South Carolina St.,MEAC,360,.0061,1,1
south-dakota,South Dakota,Summit League,South Dakota,Summit League,117,101,-5.42,0,1,2,3,0,1,18,4,South Dakota,Sum,126,.6171,1,1
south-dakota-state,South Dakota St,Summit League,South Dakota St,Summit League,42,44,0.61,0,3,4,2,5,1,18,0,South Dakota St.,Sum,51,.9191,1,1
south-fla,South Fla.,American,South Fla.,American,67,82,-3.78,1,5,1,2,2,2,16,3,South Florida,Amer,77,.8331,1,1
southeast-missouri-state,Southeast Missouri St.,OVC,Southeast Missouri St.,OVC,231,257,-15.16,0,1,0,1,0,5,12,11,Southeast Missouri St.,OVC,221,.3217,1,1
southeastern-louisiana,Southeastern Louisiana,Southland,Southeastern Louisiana,Southland,336,323,-20.22,0,3,0,0,0,3,4,18,Southeastern Louisiana,Slnd,331,.0514,1,1
southern,Southern,SWAC,Southern,SWAC,215,126,-7.55,0,6,0,0,1,0,16,7,Southern,SWAC,237,.2820,1,1
southern-illinois,Southern Illinois,MVC,Southern Illinois,MVC,284,303,-18.16,0,0,0,0,0,6,8,14,Southern Illinois,MVC,261,.2157,1,1
southern-indiana,Southern Indiana,OVC,Southern Indiana,OVC,124,129,-7.65,0,1,0,0,0,5,18,4,Southern Indiana,OVC,118,.6684,1,1
southern-miss,Southern Miss,Sun Belt,Southern Miss.,Sun Belt,190,211,-12.26,0,2,0,3,1,1,12,10,Southern Miss,SB,203,.3702,1,1
southern-utah,Southern Utah,WAC,Southern Utah,WAC,183,178,-10.11,0,0,0,1,1,5,15,6,Southern Utah,WAC,170,.4848,1,1
state-bonaventure,St. Bonaventure,Atlantic 10,St. Bonaventure,Atlantic 10,211,208,-12.02,0,1,0,2,2,1,13,11,St. Bonaventure,A10,215,.3362,1,1
state-john-s,St. John's,Big East,St. John's,Big East,100,80,-3.53,0,3,4,2,3,3,15,3,St. John's,BE,81,.8131,1,1
state-thomas,St. Thomas,Summit League,St. Thomas,Summit League,228,207,-12.00,0,2,0,4,0,2,13,8,St. Thomas,Sum,194,.3844,1,1
stanford,Stanford,ACC,Stanford,ACC,44,56,-1.69,3,6,3,6,3,0,10,1,Stanford,ACC,42,.9420,1,1
stephen-f-austin,Stephen F. Austin,Southland,Stephen F. Austin,Southland,161,124,-7.45,0,0,0,1,1,3,22,5,Stephen F. Austin,Slnd,183,.4431,1,1
stetson,Stetson,ASUN,Stetson,ASUN,175,139,-8.51,0,1,0,1,1,0,17,9,Stetson,ASun,176,.4611,1,1
stonehill,Stonehill,NEC,Stonehill,NEC,337,272,-16.26,0,1,0,0,0,2,11,15,Stonehill,NEC,335,.0455,1,1
stony-brook,Stony Brook,CAA,Stony Brook,CAA,245,221,-12.87,0,1,0,1,0,3,15,10,Stony Brook,CAA,254,.2302,1,1
syracuse,Syracuse,ACC,Syracuse,ACC,39,32,2.24,1,7,6,1,3,0,13,0,Syracuse,ACC,39,.9513,1,1
tarleton-state,Tarleton St.,WAC,Tarleton St.,WAC,219,241,-14.19,0,1,0,1,0,4,12,11,Tarleton St.,WAC,200,.3737,1,1
tcu,TCU,Big 12,TCU,Big 12,12,12,6.91,4,3,10,2,1,0,14,0,TCU,B12,15,.9887,1,1
temple,Temple,American,Temple,American,140,189,-10.71,0,5,0,2,2,3,13,7,Temple,Amer,139,.5886,1,1
tennessee,Tennessee,SEC,Tennessee,SEC,23,33,2.22,5,11,1,1,2,1,8,0,Tennessee,SEC,23,.9807,1,1
tennessee-martin,Tennessee Martin,OVC,Tennessee Martin,OVC,256,247,-14.64,0,1,0,0,1,5,9,11,Tennessee Martin,OVC,259,.2205,1,1
tennessee-state,Tennessee St.,OVC,Tennessee St.,OVC,325,330,-20.73,0,2,0,0,1,3,4,19,Tennessee St.,OVC,312,.0828,1,1
tennessee-tech,Tennessee Tech,OVC,Tennessee Tech,OVC,222,206,-11.89,0,1,0,0,0,4,13,9,Tennessee Tech,OVC,234,.2859,1,1
texas,Texas,SEC,Texas,SEC,4,2,14.75,14,3,5,0,4,0,8,0,Texas,SEC,3,.9988,1,1
texas-a-and-m,Texas A&M,SEC,Texas A&M,SEC,62,38,1.13,2,9,5,0,2,2,5,1,Texas A&M,SEC,50,.9215,1,1
texas-a-and-m-corpus-chris,Texas A&M Corpus Chris,Southland,Texas A&M Corpus Chris,Southland,340,332,-20.80,0,1,0,1,0,3,5,18,Texas A&M Corpus Chris,Slnd,337,.0432,1,1
texas-southern,Texas Southern,SWAC,Texas Southern,SWAC,335,289,-17.36,0,3,0,0,0,3,6,15,Texas Southern,SWAC,352,.0240,1,1
texas-state,Texas St.,Sun Belt,Texas St.,Sun Belt,251,267,-15.78,0,2,0,1,0,4,9,12,Texas St.,SB,264,.2037,1,1
texas-tech,Texas Tech,Big 12,Texas Tech,Big 12,31,31,2.37,3,1,5,6,3,0,14,0,Texas Tech,B12,30,.9722,1,1
toledo,Toledo,MAC,Toledo,MAC,149,196,-11.19,0,1,0,3,3,3,13,8,Toledo,MAC,146,.5711,1,1
towson,Towson,CAA,Towson,CAA,229,199,-11.53,0,2,0,0,0,1,16,11,Towson,CAA,244,.2505,1,1
troy,Troy,Sun Belt,Troy,Sun Belt,77,67,-2.81,0,1,0,3,5,1,19,2,Troy,SB,87,.7937,1,1
tulane,Tulane,American,Tulane,American,185,261,-15.40,0,2,0,3,0,4,11,11,Tulane,Amer,182,.4434,1,1
tulsa,Tulsa,American,Tulsa,American,151,137,-8.23,0,1,1,2,2,4,16,5,Tulsa,Amer,168,.4949,1,1
uab,UAB,American,UAB,American,197,256,-15.11,0,1,0,1,0,4,11,12,UAB,Amer,192,.3848,1,1
uc-davis,UC Davis,Big West,UC Davis,Big West,167,122,-7.32,0,1,0,2,1,3,20,4,UC Davis,BW,171,.4838,1,1
uc-irvine,UC Irvine,Big West,UC Irvine,Big West,79,95,-4.62,0,0,0,0,1,2,25,4,UC Irvine,BW,91,.7774,1,1
uc-riverside,UC Riverside,Big West,UC Riverside,Big West,243,307,-18.28,0,0,0,2,1,7,8,12,UC Riverside,BW,230,.2975,1,1
uc-san-diego,UC San Diego,Big West,UC San Diego,Big West,112,102,-5.67,0,1,1,0,2,1,20,6,UC San Diego,BW,115,.6750,1,1
uc-santa-barbara,UC Santa Barbara,Big West,UC Santa Barbara,Big West,141,127,-7.58,0,1,0,1,2,2,17,6,UC Santa Barbara,BW,142,.5840,1,1
ucf,UCF,Big 12,UCF,Big 12,145,156,-9.27,0,7,2,5,1,3,8,4,UCF,B12,145,.5765,1,1
ucla,UCLA,Big Ten,UCLA,Big Ten,2,1,17.05,19,1,1,0,5,0,6,0,UCLA,B10,2,.9992,1,1
uconn,UConn,Big East,UConn,Big East,1,4,11.42,9,0,5,0,7,0,13,0,Connecticut,BE,1,.9996,1,1
umass-lowell,UMass Lowell,America East,UMass Lowell,America East,348,316,-19.52,0,0,0,0,0,3,5,18,UMass Lowell,AE,348,.0305,1,1
umbc,UMBC,America East,UMBC,America East,186,194,-10.98,1,1,0,0,1,2,12,11,UMBC,AE,205,.3700,1,1
umkc,UMKC,Summit League,UMKC,Summit League,286,297,-17.84,0,2,0,5,0,4,4,12,UMKC,Sum,262,.2059,1,1
unc-asheville,UNC Asheville,Big South,UNC Asheville,Big South,333,292,-17.44,0,0,0,0,0,1,9,17,UNC Asheville,BSth,326,.0575,1,1
unc-greensboro,UNC Greensboro,SoCon,UNC Greensboro,SoCon,280,233,-13.82,0,2,0,0,0,1,10,13,UNC Greensboro,SC,286,.1468,1,1
unc-wilmington,UNC Wilmington,CAA,UNC Wilmington,CAA,327,348,-22.15,0,1,0,0,0,2,6,21,UNC Wilmington,CAA,329,.0538,1,1
unlv,UNLV,Mountain West,UNLV,Mountain West,96,117,-6.67,0,0,0,6,2,4,19,1,UNLV,MWC,82,.8128,1,1
usc,USC,Big Ten,USC,Big Ten,22,26,3.07,5,12,2,0,2,1,8,0,USC,B10,20,.9830,1,1
usc-upstate,USC Upstate,Big South,USC Upstate,Big South,343,284,-17.16,0,3,0,0,0,1,9,16,USC Upstate,BSth,342,.0351,1,1
ut-arlington,UT Arlington,WAC,UT Arlington,WAC,237,288,-17.36,0,1,1,2,0,3,11,15,UT Arlington,WAC,228,.3059,1,1
ut-rio-grande-valley,UT Rio Grande Valley,Southland,UT Rio Grande Valley,Southland,200,162,-9.39,0,2,0,1,0,4,18,6,UT Rio Grande Valley,Slnd,214,.3371,1,1
utah,Utah,Big 12,Utah,Big 12,58,53,-1.10,2,3,4,8,1,1,11,0,Utah,B12,54,.9098,1,1
utah-state,Utah St.,Mountain West,Utah St.,Mountain West,291,327,-20.60,0,1,0,1,0,7,5,15,Utah St.,MWC,285,.1515,1,1
utah-tech,Utah Tech,WAC,Utah Tech,WAC,258,304,-18.21,0,0,0,1,0,3,8,16,Utah Tech,WAC,232,.2971,1,1
utah-valley,Utah Valley,WAC,Utah Valley,WAC,184,209,-12.14,0,0,0,1,2,3,12,10,Utah Valley,WAC,173,.4682,1,1
utep,UTEP,CUSA,UTEP,CUSA,271,243,-14.36,0,1,0,2,0,2,11,12,UTEP,CUSA,272,.1811,1,1
utsa,UTSA,American,UTSA,American,114,174,-9.88,0,2,2,2,1,4,14,7,UTSA,Amer,137,.5942,1,1
valparaiso,Valparaiso,MVC,Valparaiso,MVC,357,363,-29.52,0,1,0,0,0,5,0,26,Valparaiso,MVC,355,.0203,1,1
vanderbilt,Vanderbilt,SEC,Vanderbilt,SEC,7,7,9.80,8,4,6,0,5,0,8,0,Vanderbilt,SEC,10,.9909,1,1
vcu,VCU,Atlantic 10,VCU,Atlantic 10,240,274,-16.50,0,4,0,6,0,4,8,9,VCU,A10,245,.2503,1,1
vermont,Vermont,America East,Vermont,America East,81,94,-4.60,0,1,0,0,2,1,23,5,Vermont,AE,94,.7632,1,1
villanova,Villanova,Big East,Villanova,Big East,35,35,1.51,2,3,2,3,5,1,16,0,Villanova,BE,28,.9746,1,1
virginia,Virginia,ACC,Virginia,ACC,36,51,-0.73,3,5,2,5,3,0,11,1,Virginia,ACC,40,.9445,1,1
virginia-tech,Virginia Tech,ACC,Virginia Tech,ACC,40,34,1.82,3,6,4,2,5,1,11,0,Virginia Tech,ACC,37,.9597,1,1
wagner,Wagner,NEC,Wagner,NEC,331,253,-15.02,0,1,0,2,0,1,11,13,Wagner,NEC,333,.0473,1,1
wake-forest,Wake Forest,ACC,Wake Forest,ACC,128,133,-7.83,0,7,0,6,1,1,13,3,Wake Forest,ACC,121,.6608,1,1
washington,Washington,Big Ten,Washington,Big Ten,25,23,4.29,6,7,2,3,2,0,11,0,Washington,B10,19,.9838,1,1
washington-state,Washington St.,WCC,Washington St.,WCC,227,308,-18.37,0,2,0,6,1,8,8,9,Washington St.,WCC,193,.3845,1,1
weber-state,Weber St.,Big Sky,Weber St.,Big Sky,253,302,-18.03,0,1,0,5,1,3,7,13,Weber St.,BSky,243,.2578,1,1
west-georgia,West Georgia,ASUN,West Georgia,ASUN,235,183,-10.32,0,1,0,2,0,2,16,8,West Georgia,ASun,239,.2705,1,1
west-virginia,West Virginia,Big 12,West Virginia,Big 12,18,14,6.66,3,3,10,3,3,0,11,0,West Virginia,B12,16,.9884,1,1
western-carolina,Western Carolina,SoCon,Western Carolina,SoCon,354,354,-23.63,0,1,0,2,0,1,0,22,Western Carolina,SC,354,.0228,1,1
western-illinois,Western Illinois,OVC,Western Illinois,OVC,90,69,-2.92,0,1,0,0,3,0,20,4,Western Illinois,OVC,107,.7222,1,1
western-kentucky,Western Kentucky,CUSA,Western Kentucky,CUSA,295,298,-17.86,0,2,0,2,0,1,7,16,Western Kentucky,CUSA,287,.1440,1,1
western-michigan,Western Michigan,MAC,Western Michigan,MAC,266,258,-15.20,0,2,0,1,0,4,9,12,Western Michigan,MAC,267,.2021,1,1
wichita-state,Wichita St.,American,Wichita St.,American,263,320,-19.92,0,1,0,3,1,1,6,18,Wichita St.,Amer,268,.2005,1,1
william-and-mary,William & Mary,CAA,William & Mary,CAA,218,210,-12.15,0,0,0,2,1,2,15,10,William & Mary,CAA,226,.3113,1,1
winthrop,Winthrop,Big South,Winthrop,Big South,305,230,-13.74,0,3,0,1,0,0,12,13,Winthrop,BSth,305,.0925,1,1
wisconsin,Wisconsin,Big Ten,Wisconsin,Big Ten,85,68,-2.92,2,12,1,3,0,1,10,1,Wisconsin,B10,69,.8607,1,1
wofford,Wofford,SoCon,Wofford,SoCon,234,195,-11.08,0,1,0,1,0,2,13,9,Wofford,SC,236,.2821,1,1
wright-state,Wright St.,Horizon,Wright St.,Horizon,293,317,-19.68,0,1,0,0,0,1,8,20,Wright St.,Horz,280,.1582,1,1
wyoming,Wyoming,Mountain West,Wyoming,Mountain West,250,268,-15.90,0,1,0,4,1,4,8,11,Wyoming,MWC,225,.3114,1,1
xavier,Xavier,Big East,Xavier,Big East,199,219,-12.69,0,3,0,3,2,5,9,8,Xavier,BE,138,.5886,1,1
yale,Yale,Ivy League,Yale,Ivy League,272,273,-16.34,0,1,0,3,0,6,7,10,Yale,Ivy,270,.1929,1,1
youngstown-state,Youngstown St.,Horizon,Youngstown St.,Horizon,136,118,-6.69,0,1,0,0,1,2,21,6,Youngstown St.,Horz,151,.5633,1,1
